Entry,wormbase CDS,Entry name,fragment,Status,Protein names,Gene names,Organism,Length,Taxonomic lineage (ALL),Glycosylation,Transmembrane,Cross-reference (PDB),Sequence uncertainty,Sequence conflict,Sequence caution,Disulfide bond,Cross-reference (Pfam),Cross-reference (GeneID),Cross-reference (UniGene),Cross-reference (RefSeq),Cross-reference (GenBank),Cross-reference (WormBase)
P34586,ZC21.2a,TRPL_CAEEL,Err:504,reviewed,Transient-receptor-potential-like protein (TRP homologous cation channel protein 1),trp-1 strpc1 ZC21.2/ZC21.1,Caenorhabditis elegans,1027,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 355 375 Helical. {ECO:0000255}.; TRANSMEM 391 411 Helical. {ECO:0000255}.; TRANSMEM 473 493 Helical. {ECO:0000255}.; TRANSMEM 516 536 Helical. {ECO:0000255}.; TRANSMEM 559 579 Helical. {ECO:0000255}.; TRANSMEM 640 660 Helical. {ECO:0000255}.,,,,,,PF00023;PF00520;PF08344;,176202;,Cel.5985;,NP_001040889.1;,,ZC21.2a;
Q9XVM9,F53B6.1,TSN15_CAEEL,Err:504,reviewed,Tetraspanin-15,tsp-15 F53B6.1,Caenorhabditis elegans,258,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 63 83 Helical. {ECO:0000255}.; TRANSMEM 94 114 Helical. {ECO:0000255}.; TRANSMEM 224 244 Helical. {ECO:0000255}.,,,,,,PF00335;,192065;,Cel.16653;,NP_492404.1;,,F53B6.1;
Q11098,C02F12.1a,TSP17_CAEEL,Err:504,reviewed,Tetraspanin-17,tsp-17 C02F12.1,Caenorhabditis elegans,243,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 29 49 Helical. {ECO:0000255}.; TRANSMEM 54 74 Helical. {ECO:0000255}.; TRANSMEM 205 225 Helical. {ECO:0000255}.,,,,,,PF00335;,192067;,Cel.23987;,NP_508634.2;,,C02F12.1a;
P34285,C02F5.8,TSP1_CAEEL,Err:504,reviewed,Tetraspanin-1,tsp-1 C02F5.8,Caenorhabditis elegans,244,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 11 31 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 104 124 Helical. {ECO:0000255}.; TRANSMEM 198 218 Helical. {ECO:0000255}.,,,,,,PF00335;,192096;,Cel.9955;,NP_498804.1;,,C02F5.8;
Q20332,F42E11.2a,TTYH1_CAEEL,Err:504,reviewed,Protein tweety homolog 1,ttyh-1 F42E11.2,Caenorhabditis elegans,519,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 142 142 N-linked (GlcNAc...). {ECO:0000269|PubMed:15888633}.; CARBOHYD 163 163 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 176 176 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 328 328 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 341 341 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 348 348 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 389 389 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 43 63 Helical; Name=1. {ECO:0000255}.; TRANSMEM 83 103 Helical; Name=2. {ECO:0000255}.; TRANSMEM 218 238 Helical; Name=3. {ECO:0000255}.; TRANSMEM 246 266 Helical; Name=4. {ECO:0000255}.; TRANSMEM 396 416 Helical; Name=5. {ECO:0000255}.,,,,,,PF04906;,181328;,Cel.7681;,NP_509903.1;NP_509904.1;NP_741904.1;,,F42E11.2a;F42E11.2b;F42E11.2c;
Q19907,F29F11.4,TWK12_CAEEL,Err:504,reviewed,TWiK family of potassium channels protein 12,twk-12 F29F11.4,Caenorhabditis elegans,713,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 53 53 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 77 77 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 98 98 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 16 36 Helical. {ECO:0000255}.; TRANSMEM 142 162 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 298 318 Helical. {ECO:0000255}.,,,,,,PF07885;,192074;,Cel.24890;,NP_505731.3;,,F29F11.4;
Q18120,C24A3.6,TWK18_CAEEL,Err:504,reviewed,TWiK family of potassium channels protein 18,twk-18 C24A3.6,Caenorhabditis elegans,461,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 88 88 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.,TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 225 245 Helical. {ECO:0000255}.; TRANSMEM 281 301 Helical. {ECO:0000255}.,,,,,,PF07885;,181139;,Cel.7698;,NP_509516.1;,,C24A3.6;
P34410,F22B7.7,TWK7_CAEEL,Err:504,reviewed,TWiK family of potassium channels protein 7,twk-7 twk-8 F22B7.7,Caenorhabditis elegans,557,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 220 220 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 237 237 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 166 186 Helical. {ECO:0000255}.; TRANSMEM 295 315 Helical. {ECO:0000255}.; TRANSMEM 369 389 Helical. {ECO:0000255}.; TRANSMEM 426 446 Helical. {ECO:0000255}.,,,,,,PF07885;,192073;,Cel.17711;,NP_498903.3;,,F22B7.7;
Q23435,ZK1251.8a,TWK9_CAEEL,Err:504,reviewed,TWiK family of potassium channels protein 9,twk-9 ZK1251.8,Caenorhabditis elegans,568,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 16 36 Helical. {ECO:0000255}.; TRANSMEM 191 211 Helical. {ECO:0000255}.; TRANSMEM 317 337 Helical. {ECO:0000255}.; TRANSMEM 370 390 Helical. {ECO:0000255}.,,,,,,PF07885;,177803;,Cel.12254;,NP_501724.2;,,ZK1251.8;
P34519,K11H3.3,TXTP_CAEEL,Err:504,reviewed,"Putative tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP)",K11H3.3,Caenorhabditis elegans,312,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 29 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 126 146 Helical; Name=3. {ECO:0000255}.; TRANSMEM 164 184 Helical; Name=4. {ECO:0000255}.; TRANSMEM 221 241 Helical; Name=5. {ECO:0000255}.; TRANSMEM 286 306 Helical; Name=6. {ECO:0000255}.,,,,,,PF00153;,176398;,Cel.9877;,NP_499187.1;,,K11H3.3;
Q22957,F10G2.1,U376C_CAEEL,Err:504,reviewed,UPF0376 protein F10G2.1,F10G2.1,Caenorhabditis elegans,201,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans","CARBOHYD 32 32 N-linked (GlcNAc...). {ECO:0000269|PubMed:12754521, ECO:0000269|PubMed:17761667}.; CARBOHYD 124 124 N-linked (GlcNAc...). {ECO:0000255}.",TRANSMEM 4 24 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,,PF01579;,179122;,Cel.4164;,NP_504867.1;,,F10G2.1;
O16406,C36C5.12,U376D_CAEEL,Err:504,reviewed,UPF0376 protein C36C5.12,C36C5.12,Caenorhabditis elegans,219,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans","CARBOHYD 39 39 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 104 104 N-linked (GlcNAc...). {ECO:0000269|PubMed:12754521, ECO:0000269|PubMed:17761667}.; CARBOHYD 204 204 N-linked (GlcNAc...). {ECO:0000255}.",TRANSMEM 21 43 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,,PF01579;,183268;,Cel.26020;,NP_503869.1;,,C36C5.12;
O45160,C17B7.2,U376B_CAEEL,Err:504,reviewed,UPF0376 protein C17B7.2,C17B7.2,Caenorhabditis elegans,335,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans","CARBOHYD 28 28 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 86 86 N-linked (GlcNAc...). {ECO:0000269|PubMed:12754521, ECO:0000269|PubMed:17761667}.; CARBOHYD 98 98 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 243 243 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 255 255 N-linked (GlcNAc...). {ECO:0000255}.",TRANSMEM 7 23 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,,PF01579;,182704;,Cel.36720;,NP_503930.1;,,C17B7.2;
P91133,C32E8.11,UBR1_CAEEL,Err:504,reviewed,E3 ubiquitin-protein ligase ubr-1 (EC 6.3.2.-) (N-recognin-1) (Ubiquitin-protein ligase E3-alpha),ubr-1 C32E8.11,Caenorhabditis elegans,2058,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 1695 1715 Helical. {ECO:0000255}.,,,,,,PF02617;PF02207;,171953;,Cel.5110;,NP_491231.2;,,C32E8.11;
Q10941,B0310.5,UGT46_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-46 (UDPGT 46) (EC 2.4.1.17),ugt-46 ugt14 B0310.5,Caenorhabditis elegans,531,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 304 304 N-linked (GlcNAc...). {ECO:0000269|PubMed:15888633}.,TRANSMEM 493 513 Helical. {ECO:0000255}.,,,,,,PF00201;,180404;,Cel.11527;,NP_508112.1;,,B0310.5;
Q18081,C18C4.3,UGT48_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-48 (UDPGT 48) (EC 2.4.1.17),ugt-48 ugt15 C18C4.3,Caenorhabditis elegans,526,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 58 58 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 305 305 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 513 513 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 489 509 Helical. {ECO:0000255}.,,,,,,PF00201;,178940;,Cel.23456;,NP_504464.2;,,C18C4.3;
Q22295,T07C5.1b,UGT50_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-50 (UDPGT 50) (EC 2.4.1.17),ugt-50 ugt16 T07C5.1,Caenorhabditis elegans,523,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 84 84 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 248 248 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 283 283 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 487 487 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 490 508 Helical. {ECO:0000255}.,,,,,,PF00201;,181413;,Cel.406;,NP_510118.1;NP_741913.1;,,T07C5.1b;T07C5.1c;
Q21706,R04B5.9,UGT47_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-47 (UDPGT 47) (EC 2.4.1.17),ugt-47 R04B5.9,Caenorhabditis elegans,536,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 52 52 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 308 308 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 497 517 Helical. {ECO:0000255}.,,,,,,PF00201;,187570;,Cel.25018;,NP_505595.2;,,R04B5.9;
Q22181,T04H1.8,UGT56_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-56 (UDPGT 56) (EC 2.4.1.17),ugt-56 ugt12 T04H1.8,Caenorhabditis elegans,524,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 125 125 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 277 277 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 335 335 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 488 508 Helical. {ECO:0000255}.,,,,,,PF00201;,188073;,Cel.2497;,NP_506074.2;,,T04H1.8;
Q22180,T04H1.7,UGT55_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-55 (UDPGT 55) (EC 2.4.1.17),ugt-55 ugt11 T04H1.7,Caenorhabditis elegans,512,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 487 507 Helical. {ECO:0000255}.,,,,,,PF00201;,188072;,Cel.39248;,NP_506073.2;,,T04H1.7;
Q20086,F35H8.6,UGT58_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-58 (UDPGT 58) (EC 2.4.1.17),ugt-58 ugt5 F35H8.6,Caenorhabditis elegans,533,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 88 88 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 243 243 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 336 336 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 481 501 Helical. {ECO:0000255}.,,,,,,PF00201;,174507;,Cel.17672;,NP_496059.2;,,F35H8.6;
Q02334,ZK370.7,UGTP1_CAEEL,Err:504,reviewed,UDP-galactose translocator 1,ugtp-1 ZK370.7/ZK370.9,Caenorhabditis elegans,355,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 177 197 Helical. {ECO:0000255}.; TRANSMEM 211 231 Helical. {ECO:0000255}.; TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 309 329 Helical. {ECO:0000255}.; TRANSMEM 330 350 Helical. {ECO:0000255}.,,,,,,PF04142;,176227;,Cel.22548;,NP_498930.1;,,ZK370.7;
P34317,C07A9.6,UGT60_CAEEL,Err:504,reviewed,Putative UDP-glucuronosyltransferase ugt-60 (UDPGT 60) (EC 2.4.1.17),ugt-60 C07A9.6,Caenorhabditis elegans,507,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 312 312 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 379 399 Helical. {ECO:0000255}.,,,,,,PF00201;,176366;,Cel.10865;,NP_001021158.1;,,C07A9.6;
P34711,ZC416.8a,UNC17_CAEEL,Err:504,reviewed,Vesicular acetylcholine transporter unc-17 (Uncoordinated protein 17),unc-17 ZC416.8,Caenorhabditis elegans,532,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 74 74 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 81 81 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 32 52 Helical. {ECO:0000255}.; TRANSMEM 102 121 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.; TRANSMEM 161 180 Helical. {ECO:0000255}.; TRANSMEM 192 213 Helical. {ECO:0000255}.; TRANSMEM 220 242 Helical. {ECO:0000255}.; TRANSMEM 267 286 Helical. {ECO:0000255}.; TRANSMEM 304 328 Helical. {ECO:0000255}.; TRANSMEM 336 356 Helical. {ECO:0000255}.; TRANSMEM 368 388 Helical. {ECO:0000255}.; TRANSMEM 394 412 Helical. {ECO:0000255}.; TRANSMEM 419 440 Helical. {ECO:0000255}.,,,,,,PF07690;,24105312;,Cel.16989;,NP_001023602.1;,,ZC416.8a;
P34579,T20G5.6,UNC47_CAEEL,Err:504,reviewed,Vesicular GABA transporter (Uncoordinated protein 47) (Protein unc-47),unc-47 T20G5.6,Caenorhabditis elegans,486,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 337 337 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 94 114 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.; TRANSMEM 168 188 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.; TRANSMEM 229 249 Helical. {ECO:0000255}.; TRANSMEM 264 284 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 342 362 Helical. {ECO:0000255}.; TRANSMEM 399 419 Helical. {ECO:0000255}.; TRANSMEM 422 442 Helical. {ECO:0000255}.; TRANSMEM 458 478 Helical. {ECO:0000255}.,,,,,,PF01490;,176431;,Cel.19679;,NP_499255.1;,,T20G5.6;
Q21190,K03E6.5a,UNC1_CAEEL,Err:504,reviewed,Protein unc-1 (Uncoordinated protein 1),unc-1 K03E6.5,Caenorhabditis elegans,285,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 27 47 Helical. {ECO:0000255}.,,,,,,PF01145;,180458;,Cel.23065;,NP_508202.1;,,K03E6.5a;
Q10045,T07A5.2,UNC50_CAEEL,Err:504,reviewed,Protein unc-50 (Uncoordinated protein 50),unc-50 T07A5.2,Caenorhabditis elegans,301,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 194 214 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 255 275 Helical. {ECO:0000255}.,,,,,,PF05216;,176443;,Cel.22852;,NP_499279.2;,,T07A5.2;
Q23064,W01A11.3a,UNC83_CAEEL,Err:504,reviewed,Nuclear migration protein unc-83 (Uncoordinated protein 83),unc-83 W01A11.3,Caenorhabditis elegans,1041,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 1005 1024 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,,,,,,,179033;,Cel.17239;,NP_001076749.1;,,W01A11.3a;
Q21974,R13A1.4a,UNC8_CAEEL,Err:504,reviewed,Degenerin unc-8 (Uncoordinated protein 8),unc-8 R13A1.4,Caenorhabditis elegans,777,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 274 274 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 319 319 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 357 357 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 411 411 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 453 453 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 533 533 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 597 597 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 129 149 Helical. {ECO:0000255}.; TRANSMEM 690 710 Helical. {ECO:0000255}.,,,,,,PF00858;,177494;,Cel.12253;,NP_501138.1;,,R13A1.4a;
O01393,R12H7.1,UNC9_CAEEL,Err:504,reviewed,Innexin unc-9 (Uncoordinated protein 9),unc-9 R12H7.1,Caenorhabditis elegans,386,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 33 53 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 103 123 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 197 217 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 282 302 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.,,,,,,PF00876;,181443;,Cel.19695;,NP_741917.1;,,R12H7.1;
Q03412,R07D5.1a,UNC7_CAEEL,Err:504,reviewed,Innexin unc-7 (Uncoordinated protein 7),unc-7 unc-12 unc-124 R07D5.1,Caenorhabditis elegans,522,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 151 171 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 221 241 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 320 340 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.; TRANSMEM 405 425 Helical. {ECO:0000255|PROSITE-ProRule:PRU00351}.,,,,,,PF00876;,181608;,Cel.17909;,NP_001257255.1;,,R07D5.1a;
Q9N598,Y110A7A.11,USE1_CAEEL,Err:504,reviewed,Vesicle transport protein USE1 (USE1-like protein),Y110A7A.11,Caenorhabditis elegans,254,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 229 249 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,,,,,,PF09753;,172140;,Cel.16187;,NP_491521.2;,,Y110A7A.11;
Q20591,F49C12.13,VA0E_CAEEL,Err:504,reviewed,V-type proton ATPase subunit e (V-ATPase subunit e) (Vacuolar proton pump subunit e),vha-17 F49C12.13,Caenorhabditis elegans,86,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 1 21 Helical. {ECO:0000255}.; TRANSMEM 33 53 Helical. {ECO:0000255}.,,,,,,PF05493;,177757;,Cel.12907;,NP_501636.2;,,F49C12.13;
